WORD_ID,SENTENCE_ID,CHRON_ID,WORD,PART_OF_SPEECH,CONTENT_WORD,WORD_LENGTH,IA_AREA,IA_TOP,IA_BOTTOM,IA_LEFT,IA_RIGHT,IA_CENTER,FREQUENCY,LAST_WORD,VERB,SPILLOVER,POS,POSPenn,WORD_SKIP,RT,TOTALRT,PROGRESSIVE
1-6-23,1-5,103,months,Noun,1,6,5280,142,208,579,659,619,24818,744,0,0,NNS,NNS,0,278.214285714286,524.642857142857,0.928571428571429
1-6-24,1-5,104,sick,Noun,1,4,3366,142,208,659,710,684,4523,744,0,0,JJ,JJ,0.142857142857143,270.166666666667,307.583333333333,0.714285714285714
1-6-27,1-6,107,no,Interjection,0,2,3498,142,208,850,903,876,209943,876,0,0,DT,DT,0.642857142857143,144,144,0.285714285714286
1-6-28,1-6,108,near,Preposition,0,4,4884,208,274,66,140,103,17490,902,0,0,JJ,JJ,0.142857142857143,330.166666666667,375.5,0.357142857142857
1-6-29,1-6,109,relations,Noun,1,9,6534,208,274,140,239,190,11218,902,0,0,NNS,NNS,0.0714285714285714,283.692307692308,425.076923076923,0.642857142857143
1-6-30,1-6,110,or,Conjunction,0,2,2046,208,274,239,270,254,370855,902,0,0,CC,CC,0.5,255.571428571429,255.571428571429,0.357142857142857
1-6-31,1-6,111,friends,Noun,1,7,5808,208,274,270,358,314,15089,902,0,0,NNS,NNS,0.214285714285714,246.636363636364,258.727272727273,0.5
1-6-32,1-6,112,i,Pronoun,0,1,1386,208,274,358,379,368,905323,902,0,0,,PRP,0.928571428571429,131,131,0
1-6-33,1-6,113,was,Verb,1,3,2640,208,274,379,419,399,923975,902,0,0,VBD,VBD130,0.142857142857143,201.166666666667,219.166666666667,0.5
1-6-34,1-6,114,trying,Verb,1,6,4620,208,274,419,489,454,18644,902,0,0,VBG,VBG165,0.357142857142857,216.555555555556,219.222222222222,0.428571428571429
1-6-35,1-6,115,to,To,0,2,1980,208,274,489,519,504,2560346,902,0,0,,TO,0.428571428571429,188.5,188.5,0.357142857142857
1-6-36,1-6,116,make,Verb,1,4,3300,208,274,519,569,544,79481,902,0,0,VB,VB13,0.142857142857143,196.916666666667,214.333333333333,0.357142857142857
1-6-37,1-6,117,up,Adverb,1,2,1980,208,274,569,599,584,185113,902,0,0,RP,RP,0.571428571428571,213.666666666667,247.5,0.142857142857143
1-6-38,1-6,118,my,Pronoun,0,2,1980,208,274,599,629,614,152626,902,0,0,PRP$,PRP$,0.5,202.428571428571,202.428571428571,0.214285714285714
1-6-39,1-6,119,mind,Noun,1,4,3300,208,274,629,679,654,28475,902,0,0,NN,NN,0.285714285714286,235.8,260.9,0.5
1-6-40,1-6,120,what,Determiner,0,4,3300,208,274,679,729,704,249481,902,0,0,WP,WP,0.357142857142857,203.333333333333,245.222222222222,0.357142857142857
1-6-41,1-6,121,to,To,0,2,1980,208,274,729,759,744,2560346,902,0,0,TO,TO,0.571428571428571,213.833333333333,304.833333333333,0.214285714285714
1-6-42,1-6,122,do,Verb,1,2,2508,208,274,759,797,778,280702,902,0,0,VB,VBP163,0.5,246.428571428571,273.285714285714,0.357142857142857
1-6-43,1-6,123,when,Conjunction,0,4,3498,208,274,797,850,824,214281,902,0,0,WRB,WRB,0.428571428571429,210.75,224.5,0.5
1-6-44,1-6,124,i,Pronoun,0,1,1320,208,274,850,870,860,905323,902,0,0,PRP,PRP,0.428571428571429,259.5,282.5,0.5
1-6-45,1-6,125,ran,Verb,1,3,4224,208,274,870,934,902,8742,902,0,0,VBD,VBD738,0.642857142857143,269.4,269.4,0.357142857142857
1-6-46,1-6,126,across,Preposition,0,6,6138,274,340,66,159,112,25203,264,0,0,IN,IN21,0,284.071428571429,320.571428571429,0.5
1-6-47,1-6,127,john,Name,0,4,3366,274,340,159,210,184,32854,264,0,0,NNP,NNP,0.214285714285714,209,224.909090909091,0.642857142857143
1-6-50,1-7,130,had,Verb,1,3,2706,274,340,339,380,360,445396,744,1,0,VBD,VBD130,0.428571428571429,200.125,274.125,0.142857142857143
1-6-51,1-7,131,seen,Verb,1,4,3300,274,340,380,430,405,37624,744,0,0,VBN,VBN39,0.0714285714285714,318.153846153846,393.692307692308,0.785714285714286
1-6-52,1-7,132,very,Adverb,1,4,3300,274,340,430,480,455,123087,744,0,0,RB,RB,0.5,201.428571428571,201.428571428571,0.214285714285714
1-6-53,1-7,133,little,Adjective,1,6,4554,274,340,480,549,514,48101,744,0,0,JJ,JJ,0.0714285714285714,219.538461538462,284.153846153846,0.785714285714286
1-6-54,1-7,134,of,Preposition,0,2,2046,274,340,549,580,564,2941790,744,0,0,IN,IN21,0.5,210.142857142857,240.285714285714,0.214285714285714
1-6-55,1-7,135,him,Pronoun,0,3,2640,274,340,580,620,600,165016,744,0,0,PRP,PRP,0.428571428571429,209.5,246.125,0.428571428571429
1-6-56,1-7,136,for,Preposition,0,3,2640,274,340,620,660,640,851723,744,0,0,IN,IN21,0.714285714285714,217,217,0.214285714285714
1-6-57,1-7,137,some,Determiner,0,4,3234,274,340,660,709,684,171368,744,0,0,DT,DT,0.357142857142857,237.111111111111,278,0.571428571428571
1-6-60,1-8,140,i,Pronoun,0,1,2970,274,340,858,903,880,905323,880,0,0,PRP,PRP,0.714285714285714,191,272.75,0.285714285714286
1-6-61,1-8,141,had,Verb,1,3,4416,340,409,66,130,98,445396,448,1,0,VBD,VBD130,0.428571428571429,352.125,426.5,0.214285714285714
1-6-62,1-8,142,never,Adverb,1,5,4140,340,409,130,190,160,55899,448,0,0,RB,RB,0.142857142857143,236.25,318.25,0.571428571428571
1-6-63,1-8,143,known,Verb,1,5,4140,340,409,190,250,220,25822,448,0,0,VBN,VBN305,0.285714285714286,201.7,286.3,0.642857142857143
1-6-64,1-8,144,him,Pronoun,0,3,2760,340,409,250,290,270,165016,448,0,0,PRP,PRP,0.428571428571429,235.875,257.125,0.571428571428571
1-6-65,1-8,145,particularly,Adverb,1,12,8901,340,409,290,419,354,22010,448,0,0,RB,RB,0,192.571428571429,201.714285714286,1
1-6-68,1-9,148,was,Verb,1,3,2760,340,409,509,549,529,923975,901,1,0,VBD,VBD130,0.357142857142857,186,203.222222222222,0.357142857142857
1-6-69,1-9,149,a,Article,0,1,1449,340,409,549,570,560,2150885,901,0,0,DT,DT,0.714285714285714,175,214.25,0.285714285714286
1-6-70,1-9,150,good,Adjective,1,4,3450,340,409,570,620,595,80795,901,0,0,JJ,JJ,0.285714285714286,266.7,283.3,0.642857142857143
1-6-71,1-9,151,fifteen,Number,0,7,5451,340,409,620,699,660,5359,901,0,0,NN,NN,0.0714285714285714,238,280.076923076923,0.857142857142857
1-6-72,1-9,152,years,Noun,1,5,4140,340,409,699,759,729,90224,901,0,0,,NNS,0.285714285714286,201.3,218.2,0.5
1-6-73,1-9,153,my,Pronoun,0,2,2139,340,409,759,790,774,152626,901,0,0,PRP$,PRP$,0.428571428571429,204.5,204.5,0.285714285714286
1-6-74,1-9,154,senior,Adjective,1,6,5382,340,409,790,868,829,8377,901,0,0,JJ,JJ,0.0714285714285714,283.230769230769,321.923076923077,0.928571428571429
1-6-75,1-9,155,for,Preposition,0,3,4554,340,409,868,934,901,851723,901,0,0,IN,IN21,0.285714285714286,181.5,181.5,0.714285714285714
1-6-76,1-9,156,one,Number,0,3,3339,409,462,66,129,98,291402,634,0,0,CD,CD,0.785714285714286,283,361.333333333333,0
1-6-77,1-9,157,thing,Noun,1,5,3604,409,462,129,197,163,35211,634,0,0,NN,NN,0.285714285714286,260.1,260.1,0.571428571428571
1-6-78,1-9,158,though,Conjunction,0,6,3869,409,462,197,270,234,34389,634,0,0,IN,IN,0.428571428571429,163.375,368.25,0.571428571428571
1-6-79,1-9,159,he,Pronoun,0,2,1537,409,462,270,299,284,681379,634,0,0,PRP,PRP,0.642857142857143,237.8,237.8,0.285714285714286
1-6-80,1-9,160,hardly,Adverb,1,6,3763,409,462,299,370,334,8835,634,0,0,RB,RB,0.214285714285714,196.454545454545,244,0.785714285714286
1-6-81,1-9,161,looked,Verb,1,6,3710,409,462,370,440,405,35178,634,0,0,VBD,VBD738,0.214285714285714,276.727272727273,309.363636363636,0.642857142857143
1-6-82,1-9,162,his,Pronoun,0,3,2067,409,462,440,479,460,433599,634,0,0,PRP$,PRP$,0.285714285714286,192.4,287.6,0.428571428571429
1-6-83,1-9,162,forty-five,ZZZ,2,10,0,409,462,479,589,534,422,634,0,0,JJ,JJ,0.142857142857143,312.166666666667,666.333333333333,0.857142857142857
1-12-75,1-38,611,were,Verb,1,4,2650,409,462,569,619,594,322832,781,1,0,VBD,VBD130,0.357142857142857,245.555555555556,293.444444444444,0.5
1-12-76,1-38,612,going,Verb,1,5,3180,409,462,619,679,649,66414,781,0,0,VBG,VBG165,0.5,257.571428571429,284.142857142857,0.428571428571429
1-12-77,1-38,613,to,To,0,2,1590,409,462,679,709,694,2560346,781,0,0,TO,TO,0.642857142857143,195.4,195.4,0.285714285714286
1-13-2,1-39,616,this,Determiner,0,4,2548,93,142,137,189,163,463240,228,0,0,DT,DT,0.357142857142857,261.555555555556,335.222222222222,0.5
1-13-5,1-40,619,turned,Verb,1,6,3479,93,142,299,370,334,24665,847,1,0,VBD,VBD1166,0.142857142857143,269.416666666667,296,0.642857142857143
1-13-6,1-40,620,up,Adverb,1,2,1470,93,142,370,400,385,185113,847,0,0,RP,RP,0.357142857142857,200,200,0.357142857142857
1-13-7,1-40,621,from,Preposition,0,4,2450,93,142,400,450,425,413535,847,0,0,IN,IN21,0.214285714285714,196.818181818182,208.272727272727,0.571428571428571
1-13-8,1-40,622,nowhere,Adverb,1,7,4312,93,142,450,538,494,2362,847,0,0,RB,RB,0.142857142857143,218.75,233.416666666667,0.785714285714286
1-13-9,1-40,623,on,Preposition,0,2,1519,93,142,538,569,554,724197,847,0,0,IN,IN21,0.571428571428571,172.833333333333,172.833333333333,0.285714285714286
1-13-10,1-40,624,the,Article,0,3,1960,93,142,569,609,589,6187927,847,0,0,,DT,0.5,230.857142857143,256.857142857143,0.357142857142857
1-13-11,1-40,625,pretext,Noun,1,7,3920,93,142,609,689,649,213,847,0,0,NN,NN,0.142857142857143,291.416666666667,317.666666666667,0.857142857142857
1-13-12,1-40,626,of,Preposition,0,2,1519,93,142,689,720,704,2941790,847,0,0,,IN21,0.571428571428571,172.5,200.166666666667,0.357142857142857
1-13-13,1-40,627,being,Verb,1,5,2940,93,142,720,780,750,89068,847,0,0,,VBG872,0,229.714285714286,229.714285714286,0.857142857142857
1-13-14,1-40,628,a,Article,0,1,980,93,142,780,800,790,2150885,847,0,0,DT,DT,0.857142857142857,264,264,0.0714285714285714
1-13-15,1-40,629,second,Noun,1,6,4606,93,142,800,894,847,41454,847,0,0,JJ,JJ,0.357142857142857,205.111111111111,205.111111111111,0.571428571428571
1-13-16,1-40,630,cousin,Noun,1,6,6204,142,208,66,160,113,1809,836,0,0,NN,NN,0,294.285714285714,306.357142857143,0.642857142857143
1-13-17,1-40,631,or,Conjunction,0,2,1980,142,208,160,190,175,370855,836,0,0,CC,CC,0.785714285714286,136.666666666667,259.333333333333,0.142857142857143
1-13-18,1-40,632,something,Pronoun,0,9,6600,142,208,190,290,240,52452,836,0,0,NN,NN,0.142857142857143,234.333333333333,365.25,0.785714285714286
1-13-19,1-40,633,of,Preposition,0,2,1980,142,208,290,320,305,2941790,836,0,0,IN,IN21,0.428571428571429,247.625,300,0.5
1-13-20,1-40,633,being,ZZZ,2,5,0,142,208,320,397,358,89068,836,0,0,VBG,VBG872,0.357142857142857,236.666666666667,272.444444444444,0.571428571428571
1-13-21,1-40,634,though,Conjunction,0,6,4818,142,208,397,470,434,34389,836,0,0,IN,IN,0.214285714285714,307,393.818181818182,0.571428571428571
1-13-22,1-40,635,she,Pronoun,0,3,2574,142,208,470,509,490,380284,836,0,0,PRP,PRP,0.357142857142857,214.666666666667,287.444444444445,0.357142857142857
1-13-23,1-40,636,didnt,Verb,0,5,4620,142,208,509,579,544,6,836,0,0,VBP,VBP,0.214285714285714,183.818181818182,221.818181818182,0.642857142857143
1-13-24,1-40,637,seem,Verb,1,4,3366,142,208,579,630,604,16991,836,0,0,VB,VBP120,0.285714285714286,214.6,225.8,0.571428571428571
1-13-25,1-40,638,particularly,Adverb,1,12,8580,142,208,630,760,695,22010,836,0,0,RB,RB,0,260.571428571429,282.071428571429,0.857142857142857
1-13-26,1-40,639,keen,Adjective,1,4,3234,142,208,760,809,784,3779,836,0,0,JJ,JJ,0.214285714285714,178.545454545455,218.454545454545,0.714285714285714
1-13-27,1-40,640,to,To,0,2,3564,142,208,809,863,836,2560346,836,0,0,TO,TO,0.857142857142857,391.5,391.5,0.142857142857143
1-13-28,1-40,641,acknowledge,Verb,1,11,9438,208,274,66,209,138,1493,319,0,0,VB,VBP407,0,319.857142857143,352.142857142857,0.857142857142857
1-13-29,1-40,642,the,Article,0,3,2706,208,274,209,250,230,6187927,319,0,0,DT,DT,0.357142857142857,169,169,0.214285714285714
1-13-32,1-41,645,fellow,Noun,1,6,4686,208,274,429,500,464,4498,892,0,0,NN,NN,0.0714285714285714,222.769230769231,319.307692307692,0.785714285714286
1-13-33,1-41,646,is,Verb,1,2,1914,208,274,500,529,514,998867,892,1,0,VBZ,VBZ95,0.642857142857143,207.6,256.2,0.214285714285714
1-13-34,1-41,647,an,Article,0,2,2046,208,274,529,560,544,344046,892,0,0,DT,DT,0.428571428571429,211.75,211.75,0.428571428571429
1-13-35,1-41,648,absolute,Adjective,1,8,5874,208,274,560,649,604,3499,892,0,0,JJ,JJ,0,272,361.571428571429,0.857142857142857
1-13-36,1-41,649,outsider,Noun,1,8,6534,208,274,649,748,698,602,892,0,0,NN,NN,0,329.428571428571,350.214285714286,0.857142857142857
1-13-37,1-41,650,anyone,Pronoun,0,6,4686,208,274,748,819,784,14956,892,0,0,NN,NN,0.214285714285714,277.636363636364,300.545454545455,0.714285714285714
1-13-38,1-41,651,can,Verb,1,3,2706,208,274,819,860,840,236321,892,0,0,MD,MD,0.214285714285714,191.545454545455,215.545454545455,0.642857142857143
1-13-39,1-41,652,see,Verb,1,3,4158,208,274,860,923,892,118772,892,0,0,VB,VB13,0.642857142857143,179,179,0.357142857142857
1-13-42,1-42,655,got,Verb,1,3,2640,274,340,199,239,219,93199,822,1,0,VBD,VBD60,0.285714285714286,154.5,186.4,0.428571428571429
1-13-43,1-42,656,a,Article,0,1,1386,274,340,239,260,250,2150885,822,0,0,DT,DT,0.571428571428571,220,220,0.214285714285714
1-13-44,1-42,657,great,Adjective,1,5,3894,274,340,260,319,290,45217,822,0,0,JJ,JJ,0.357142857142857,236.222222222222,278.666666666667,0.5
1-13-45,1-42,658,black,Adjective,1,5,4026,274,340,319,380,350,24901,822,0,0,JJ,JJ,0,244.5,315.785714285714,0.785714285714286
1-13-46,1-42,659,beard,Noun,1,5,4488,274,340,380,448,414,937,822,0,0,NN,NN,0.285714285714286,220.9,232.8,0.571428571428571
1-13-47,1-42,660,and,Conjunction,0,3,2706,274,340,448,489,468,2682878,822,0,0,CC,CC,0.785714285714286,245.333333333333,245.333333333333,0.214285714285714
1-13-48,1-42,661,wears,Verb,1,5,3960,274,340,489,549,519,719,822,0,0,VBZ,VBZ26,0.214285714285714,283.454545454545,320.363636363636,0.571428571428571
1-13-49,1-42,662,patent,Adjective,1,6,4620,274,340,549,619,584,1005,822,0,0,NN,NN,0.214285714285714,270.636363636364,330.363636363636,0.714285714285714
1-13-50,1-42,663,leather,Adjective,1,7,5346,274,340,619,700,660,2564,822,0,0,NN,NN,0.0714285714285714,302.384615384615,330.307692307692,0.785714285714286
1-13-51,1-42,664,boots,Noun,1,5,3894,274,340,700,759,730,3039,822,0,0,NNS,NNS,0.428571428571429,228.375,270.625,0.5
1-13-52,1-42,665,in,Preposition,0,2,2046,274,340,759,790,774,1883295,822,0,0,IN,IN21,0.428571428571429,192.25,192.25,0.428571428571429
1-13-53,1-42,666,all,Determiner,0,3,4158,274,340,790,853,822,262447,822,0,0,DT,DT,0.5,117,117,0.5
1-14-4,1-45,691,of,Preposition,0,2,1568,93,142,258,290,274,2941790,783,0,0,IN,IN21,0.5,198.142857142857,198.142857142857,0.5
1-14-5,1-45,692,course,Noun,1,6,3381,93,142,290,359,324,19694,783,0,0,NN,NN,0.357142857142857,195,222.444444444444,0.571428571428571
1-14-6,1-45,693,the,Article,0,3,1960,93,142,359,399,379,6187927,783,0,0,,DT,0.428571428571429,185.875,204.125,0.428571428571429
1-14-7,1-45,694,war,Noun,1,3,2009,93,142,399,440,420,27903,783,0,0,NN,NN,0.428571428571429,285.5,303.625,0.428571428571429
1-14-8,1-45,695,has,Verb,1,3,1911,93,142,440,479,460,259443,783,1,0,VBZ,VBZ95,0.571428571428571,239.5,302.666666666667,0.357142857142857
1-14-9,1-45,696,turned,Verb,1,6,3430,93,142,479,549,514,24665,783,0,0,VBN,VBD1166,0.142857142857143,269.333333333333,360.083333333333,0.785714285714286
1-14-10,1-45,697,the,Article,0,3,1960,93,142,549,589,569,6187927,783,0,0,DT,DT,0.5,200.428571428571,240.571428571429,0.214285714285714
1-14-11,1-45,698,hundreds,Noun,1,8,4410,93,142,589,679,634,4001,783,0,0,NNS,NNS,0.0714285714285714,299.846153846154,393.384615384615,0.857142857142857
1-14-12,1-45,699,into,Preposition,0,4,2450,93,142,679,729,704,163470,783,0,0,IN,IN21,0.214285714285714,235.181818181818,257.272727272727,0.357142857142857
1-14-15,1-46,702,doubt,Noun,1,5,5478,142,208,66,149,108,6845,474,0,0,NN,NN,0.142857142857143,359.25,392.5,0.428571428571429
1-14-16,1-46,703,the,Article,0,3,2640,142,208,149,189,169,6187927,474,0,0,DT,DT,0.5,172.571428571429,188.571428571429,0.285714285714286
1-14-17,1-46,704,fellow,Noun,1,6,4686,142,208,189,260,224,4498,474,0,0,NN,NN,0.214285714285714,181.454545454545,223.545454545455,0.571428571428571
1-14-18,1-46,705,was,Verb,1,3,2574,142,208,260,299,280,923975,474,1,0,VBD,VBD130,0.357142857142857,271.333333333333,271.333333333333,0.357142857142857
1-14-19,1-46,706,very,Adverb,1,4,3366,142,208,299,350,324,123087,474,0,0,RB,RB,0.357142857142857,244.333333333333,244.333333333333,0.428571428571429
1-14-20,1-46,707,useful,Adjective,1,6,4554,142,208,350,419,384,10071,474,0,0,JJ,JJ,0.142857142857143,211.916666666667,239.666666666667,0.571428571428571
1-14-21,1-46,708,to,To,0,2,1980,142,208,419,449,434,2560346,474,0,0,TO,TO,0.428571428571429,193,193,0.428571428571429
1-14-24,1-47,711,you,Pronoun,0,3,2706,142,208,539,580,560,695595,876,0,0,PRP,PRP,0.357142857142857,173.444444444444,189,0.357142857142857
1-14-25,1-47,712,could,Verb,1,5,3960,142,208,580,640,610,168392,876,1,0,MD,MD,0.214285714285714,260.454545454545,291.363636363636,0.571428571428571
1-14-26,1-47,713,have,Verb,1,4,3234,142,208,640,689,664,473693,876,0,0,VB,VBP40,0.428571428571429,224,278.625,0.357142857142857
1-14-27,1-47,714,knocked,Verb,1,7,5346,142,208,689,770,730,2341,876,0,0,VBN,VBD1166,0.142857142857143,201,218.25,0.785714285714286
1-14-28,1-47,715,us,Pronoun,0,2,1914,142,208,770,799,784,78198,876,0,0,PRP,PRP,0.428571428571429,239.125,239.125,0.214285714285714
1-14-29,1-47,716,all,Determiner,0,3,2640,142,208,799,839,819,262447,876,0,0,DT,DT,0.285714285714286,181.1,194.4,0.642857142857143
1-14-30,1-47,717,down,Adverb,1,4,4950,142,208,839,914,876,96025,876,0,0,IN,IN,0.357142857142857,263.888888888889,263.888888888889,0.642857142857143
1-14-31,1-47,718,with,Preposition,0,4,4950,208,274,65,140,102,652050,886,0,0,IN,IN21,0.0714285714285714,227.923076923077,227.923076923077,0.285714285714286
1-14-32,1-47,719,a,Article,0,1,1320,208,274,140,160,150,2150885,886,0,0,DT,DT,0.714285714285714,231.75,231.75,0.0714285714285714
1-14-33,1-47,720,feather,Noun,1,7,5214,208,274,160,239,200,511,886,0,0,NN,NN,0.0714285714285714,216.615384615385,330.384615384615,0.571428571428571
1-14-34,1-47,721,when,Conjunction,0,4,3828,208,274,239,297,268,214281,886,0,0,WRB,WRB,0.214285714285714,222.636363636364,363.727272727273,0.571428571428571
1-14-35,1-47,722,three,Number,0,5,4092,208,274,297,359,328,79812,886,0,0,CD,CD,0.357142857142857,244.555555555556,263.111111111111,0.214285714285714
1-14-36,1-47,723,months,Noun,1,6,4620,208,274,359,429,394,24818,886,0,0,NNS,NNS,0.214285714285714,209.727272727273,235.636363636364,0.571428571428571
1-14-37,1-47,724,ago,Adverb,1,3,3234,208,274,429,478,454,19810,886,0,0,RB,RB,0.571428571428571,179.166666666667,179.166666666667,0.285714285714286
1-14-38,1-47,725,she,Pronoun,0,3,2706,208,274,478,519,498,380284,886,0,0,,PRP,0.642857142857143,284.6,330.6,0.0714285714285714
1-14-39,1-47,726,suddenly,Adverb,1,8,6006,208,274,519,610,564,11795,886,0,0,RB,RB,0.0714285714285714,220.307692307692,249.846153846154,0.785714285714286
1-14-40,1-47,727,announced,Verb,1,9,6534,208,274,610,709,660,10533,886,0,0,VBD,VBD60,0.142857142857143,294.166666666667,294.166666666667,0.642857142857143
1-14-41,1-47,728,that,Determiner,0,4,3300,208,274,709,759,734,1115382,886,0,0,IN,IN,0.5,248.571428571429,248.571428571429,0.357142857142857
1-14-42,1-47,729,she,Pronoun,0,3,2640,208,274,759,799,779,380284,886,0,0,PRP,PRP,0.285714285714286,223.7,223.7,0.428571428571429
1-14-43,1-47,730,and,Conjunction,0,3,2640,208,274,799,839,819,2682878,886,0,0,CC,CC,0.357142857142857,248.555555555556,272.888888888889,0.5
1-14-44,1-47,731,alfred,Name,0,6,6270,208,274,839,934,886,1216,886,0,0,NNP,NNP,0.285714285714286,253.9,311.9,0.642857142857143
